X,Y,Theta,Timestamp
1.0393335809676867,1.0049551092009583,0.23591925486774962,18
1.0800556636253642,1.0230084643384059,0.4820793565188047,18
1.129413351943891,1.0570778113604542,0.6922208080336171,18
1.1839599141176975,1.1170942958272094,0.8959586493752113,19
1.2329672253053612,1.2355086398794919,1.0992358381525378,20
1.2869287629436206,1.3798403692307302,1.2929889723659285,21
1.3192037196679947,1.5671258836813051,1.5020274865039287,23
1.2991187298962168,1.7707985186688493,1.7622277795807506,24
1.2417497830157538,2.013386665474781,1.823048926729475,26
1.1653731707734407,2.231837219731952,1.894155774742314,27
1.0775816432012186,2.475580375901511,1.7743610143409894,29
1.0721205076104656,2.5437414690722733,1.5819886655658817,29
1.0861148982098248,2.6148208887062916,1.3513434024325022,30
1.118560855241187,2.690759487492281,1.1243781440566052,30
1.1776744344311796,2.7926278044382298,0.9058327131860175,31
1.2422244628259294,2.8494026339611085,0.7126588210116317,31
1.3485225529153662,2.9480352083334798,0.47291872931900075,32
1.4609648530970503,2.989931110429537,0.2702799110140981,33
1.6426598683196247,3.0283569789029583,0.04407875378234056,34
1.9053019540014757,3.0214730890659434,-0.09600451467159167,36
2.146330568004552,2.993818560203061,-0.2612552480901708,38
2.257334394820222,2.9398870384254776,-0.4830563274371379,39
2.2908509846481473,2.914310955758345,-0.25301314758385557,39
2.3094201118739184,2.9254711468748713,0.006434418058842177,40
2.303203128102762,2.9258889214691215,0.2303097333147717,40
2.306047109492164,2.922080037695268,0.4519106394897379,40
2.2965146149922555,2.918008251668222,0.6776617918062262,40
2.2772580973919343,2.915848201695347,0.8866236281471541,41
2.2747108543798795,2.916550926908759,1.1025739997419437,41
2.2759985442596298,2.918543221392384,1.3181627229040307,42
2.2690161868390484,2.9324509776636067,1.024865494801277,52
2.2835815060707647,2.961949211845027,0.8040699105172439,52
2.31765553526482,2.9668377589967574,0.5982498080045814,52
2.372452316851891,2.988482587453719,0.396950763116597,52
2.451216681184145,3.003163840787206,0.18627124482713173,53
2.6408404828712846,3.013795561884158,-0.01635577828255987,54
2.9008965555270416,2.999255647704196,-0.1654781652851595,56
2.951432003074527,2.99437712788892,-0.36373088891971406,56
3.014251856119697,2.9636804842985995,-0.572660314320827,56
3.070054885078905,2.9211854379875546,-0.7745176400407806,57
3.183637538994135,2.779264466979616,-0.9923524817985137,58
3.3150673546850844,2.5358404246124415,-1.1950776333542459,60
3.403433521792405,2.2774323676041344,-1.2775380135659347,62
3.471684648153843,2.0213474435782994,-1.2838149438505573,63
3.5832380066141574,1.7502041810502675,-1.2071126124377711,65
3.670151823708723,1.4988572928050856,-1.216229973876271,67
3.790149619875287,1.2655460796792293,-1.110845197120226,69
3.904429291840652,1.0386142606801727,-1.142188329943008,71
3.998392702815889,0.7864356777409905,-1.2218522615442893,73
4.001549940847506,0.7709750193030501,-1.0397921225195046,73
4.013637837725631,0.7653786292416017,-0.7638142098926612,73
4.016303052810128,0.7752615847404878,-0.5213402209368362,74
4.0195828215241,0.7596594497027135,-0.2921729468444533,74
4.0097258668453595,0.74101079563854,-0.020488659148052334,74
3.9981369385362866,0.726137872288105,0.19104637280045356,74
3.9880034487797986,0.7495478216852273,0.41103067371094343,74
3.989742292169872,0.7504252233981247,0.6112954880506931,75
3.991394703795176,0.7485224875772932,0.8352088342861047,75
4.021609176952526,0.7471845180106645,1.0580112394378882,75
4.018072839632266,0.7408741609240652,1.260946019466105,76
